,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96
1894,-24915,-6250,-1318,-58229,25109,-11499,-11931,29745,964,-88489,7738,-21327,-25417,32022,-5606,-94140,6915,-32429,-55768,43521,12129,-102865,32779,-9194,-32685,18749,-7179,-86767,57996,10599,-27593,37669,7033,-26880,63197,-8073,-13114,32309,26904,-295,53330,1789,-23387,54208,16620,-3289,54466,17225,-18126,14121,27677,11297,46561,25616,8403,56456,6871,-22134,19698,12815,-54988,51633,-16316,-37096,27050,-3327,-41147,30864,4573,-39384,3876,7208,-30970,13164,25300,-22875,20191,-15787,-18364,26508,29430,-19745,13138,13432,-19115,14987,20385,-39906,15437,-15639,-47539,1943,-8994,-43849,23231,13784
1895,4863,-29026,1744,-39701,-60056,26383,9036,-77319,6045,30850,-31689,15062,-4576,-43457,6712,43608,2670,4570,-29841,-14864,380,-6339,43696,-20544,-10116,26325,14174,-3167,75197,-21004,-40284,24433,-3599,-30249,95392,27455,-38367,21332,-2963,228,74230,5990,-47130,44165,4952,6464,78891,-14213,-53972,19904,-13769,-31316,55000,6824,-71361,39712,-19823,-68095,9001,4563,-63186,-9212,32351,-17483,1252,-6708,-15667,-63798,47748,-26349,-10918,6093,6153,-2515,13881,1047,38839,-24128,-16736,-28632,-35682,-41,-26139,-16221,-4583,-29780,-24127,-11106,-12883,-34810,23359,-6113,-22922,-7165,-6258,-9534
1896,-10,47837,-1323,24403,-3694,-26517,-10328,53258,-20217,9939,-1356,-11664,-3118,22548,26095,22320,69378,20312,-3101,-8289,34800,-1904,15625,65930,-12936,8074,45974,-29282,-2565,55548,-29166,-25740,8194,-29526,-15320,45929,-19058,-13963,11313,-7511,1981,64347,-18524,-13883,32340,-5684,2016,71947,22508,9965,34658,-4417,-11450,51434,-2390,744,65380,17136,-27131,6880,7670,17637,19723,7979,-27242,49529,56943,-21986,-48220,29617,245,11636,-40049,10224,-33447,-7992,171,37313,16979,42368,22024,34710,-14302,-2954,11159,17154,6856,-3219,14033,21860,-36164,7269,20192,-14641,2305,8770
1897,-35314,42976,-12210,37249,91522,-20759,-114102,114868,-12413,26880,52830,-24416,-72330,36309,-36909,24008,54163,-32614,-36937,26828,-17270,37076,-5902,-2967,-32383,29327,-14027,18562,-1084,-19809,27602,20768,-34374,15058,37044,7752,-5618,36126,-22715,13406,38290,-37756,287,21507,-19811,18809,23960,-15340,695,9566,15878,36703,2663,28672,-14416,-18551,16442,34031,-40543,-17806,30086,-69755,30799,26769,-68591,16449,19286,-78349,19191,9385,-36621,-5093,-58950,-35085,-40052,8363,-96717,-16381,-105821,-86946,-51345,-33699,-48563,-3252,-74273,-49008,-27128,-12720,-51251,-23422,19855,-38522,-11182,-2628,-35154,-25707
1898,22379,49087,11972,84194,34041,-51434,45168,152021,46820,52742,13664,-26794,2737,78677,42971,53371,21232,-23795,7301,51643,2001,15101,-28668,-8928,10879,45241,-1331,9881,-9470,-7874,29805,4080,-25662,47516,-5759,4318,30668,13816,13915,42265,9462,16063,25807,-6058,23879,41224,-23491,34879,26954,-40889,54359,31675,-68831,36721,-8472,-33264,59966,8879,-84368,55516,-26185,-100524,39798,-29416,-89132,33641,-49963,-81745,22907,-23094,-29541,5526,-54140,36335,37279,-78255,-49781,-4114,-153483,80240,-7707,-68431,14240,-8699,-109328,70953,-21599,-56281,2923,-13521,-24163,-28676,-13212,-30677,-3112,-3413
1899,23468,-16952,-43713,171,-61263,-11125,84771,-45575,-101978,-9966,-43254,-10845,44529,-53613,-44771,-7374,-70207,-8660,34057,-48271,-16732,-25768,-38751,39860,32585,-36358,-26642,-8247,-24025,8478,-5184,-64922,19681,-30760,-65503,12558,-33394,-69659,-28302,-25728,-41135,-19200,-44151,-50717,-26402,-60881,-26372,-18117,-76070,9633,-34039,-91503,23683,-4959,-56292,28901,-32043,-89894,32145,-9084,-89697,73226,7719,-71410,61866,13057,-62655,60748,14554,-18741,17138,6289,31823,-1990,-33633,384,62403,17882,102528,28797,-60623,34743,20690,-5635,86874,15083,-38310,31977,-10647,25014,-11474,-1977,22306,16295,27,12533
1900,-54218,5939,2295,-43529,45074,-36146,-96104,7660,19100,-16149,34622,-39394,28186,32032,36852,5120,74071,-29270,16869,18782,10716,17046,44741,-6344,-26631,51886,16476,3471,43370,20848,20879,63856,-17269,23682,60299,-23227,40107,9096,-33343,13794,14942,-5567,47422,15282,-19422,41287,3776,-19943,48924,-17387,-18791,30197,-24030,-13122,21160,3563,-1504,21120,3942,-19003,17599,19311,-40162,23523,-18644,-20469,34812,-11828,-31283,5301,-5738,-13126,33798,13528,10136,-9002,-15129,10104,-23368,-8341,14451,-9952,-10964,13576,-30288,3261,29635,35164,16284,25656,18332,-48,-9912,-1978,-11996,10995
1901,-16238,8297,-11747,11259,-16146,6845,-1609,-20927,-15261,-14011,16710,-1944,-3559,6429,-19855,10378,12820,2484,12697,-33862,-28711,-9785,-18802,30420,9236,-15879,14433,-40787,-13387,21525,10734,6936,9631,-38435,-23373,14454,-25420,-30422,22429,-38406,-877,20332,72,-46337,2016,-26765,35377,26521,5893,-1709,-10830,-18687,3183,8498,-45305,-15967,5792,-16588,30255,-13994,-66640,14234,-27759,-57113,16849,-23160,-58132,52297,-30805,-16762,5562,-11451,-46527,47265,-72904,-25480,-213,-16155,-9823,19227,-26842,14296,319,-8949,-37234,11272,-26980,-6899,41857,-12514,22253,15764,-24420,3090,16466,-15746
1902,-27618,41587,-4573,-75800,18441,1549,-79629,83811,-9700,-57322,10316,-24014,-75675,47669,-38154,7317,-8674,-28155,26150,-9069,-22575,1142,5780,-18808,33020,-13432,-1696,1095,-10418,-42230,11358,13744,-515,11172,-18768,-22675,15679,-409,-21487,1711,-21970,-776,2054,-22869,-15247,19189,-20371,1366,14265,-21345,16936,-5028,-13251,2361,14478,2522,17279,5197,-42842,16792,-18282,-4273,28596,3608,-14126,39183,-26314,-18235,10103,-3694,-175,5808,-20998,-21281,6984,-28759,-5757,5062,1142,-946,2125,-20487,-11175,-1247,-26249,-24862,-5286,16608,-26912,-3393,23334,-6053,4854,11311,-7201,-13315
1903,3066,8302,-26944,19911,-24938,-21481,7931,-13436,-42902,1791,-7313,-24063,18726,14975,-33070,-7363,6650,-9881,3932,2359,-20764,24757,4973,-19196,-22232,-46608,-23873,-3792,23459,-23013,4275,-28391,-28632,-23657,-28119,-24523,20079,-20784,-47302,-3870,-24956,-3925,-8212,-14352,-24651,-19502,-22215,110,-24012,-17726,-22504,-8352,27704,1063,-38242,26886,3478,-12345,3250,12346,-7943,8048,-2180,-2152,49579,811,-3282,30728,-9216,-31122,37670,-18537,-55556,99581,11943,-65275,55474,1546,-107872,131441,-66960,-66097,62996,-54428,-95275,81518,-65569,-56693,33673,-26066,-30362,10188,-34921,-6187,2741,-35518
1904,-78296,29168,-3451,-16,-23061,-37156,-194841,17211,-8359,24866,-3691,-19760,-94135,-10647,1456,-3187,4612,17852,-70601,9905,-2631,-6201,-13222,-1217,-60840,-15563,-7759,-39689,-10793,11148,-29482,-19687,12998,-17786,7618,-9313,-41934,-201,-18939,-14706,12165,11189,-47940,8020,-22884,-14969,12080,-12544,-4148,26340,-2641,-31188,17039,-24001,29491,915,-20096,-5414,2890,-52535,2901,13102,13236,11173,63,-6445,-4311,26673,-6874,-1602,-2119,-20413,-15429,16336,-18583,8958,15563,-33199,2703,17030,-14519,-10314,-11491,-8738,6605,19814,-1518,11089,19812,-1353,-3000,51689,-8101,5295,20280,-6962
1905,-24677,-20802,3717,10410,-45538,526,-31986,-59603,41359,-9855,-23881,41036,-20857,-2494,44743,-6906,26476,2229,-6998,41288,6604,24088,35893,-2624,-18607,17052,-3389,29923,11655,12430,6779,-6562,-32412,22899,-18341,-40129,29112,42778,-5296,17748,-15382,15464,13724,25542,-7218,23113,-12179,-782,15847,-13836,-9401,3358,29487,-22741,4129,-20791,-8013,18934,-2047,-25338,2958,-28146,-26143,-3811,-22900,-789,-9687,-193,-42378,-47118,8788,-16184,4512,-1761,-28383,976,4057,-13719,-45101,20337,-35754,-90136,28397,-32934,-115716,53015,-22912,-26561,34636,-20786,14609,-19021,-6364,-6768,-12235,-26136
1906,-8308,-21565,2844,-4791,2153,23012,-16793,-20777,4965,-11882,17538,21486,45484,-32721,16755,26634,-10119,32412,21032,3642,28634,17845,-3456,-19303,33051,10097,-14355,8322,34374,3782,46339,1939,17551,24447,20264,15554,53048,35679,-14090,24333,24617,6526,9177,22113,-2825,-249,15933,29343,-17173,20898,-37947,-20067,17942,120,-41079,23339,1138,-9453,16295,19459,-59813,17070,-12197,-6259,22994,3996,-25505,46043,8305,-30924,-5763,2888,-82907,47648,22276,-23459,11187,-45814,-160503,103908,-22973,-85796,40045,-9678,-102175,91207,-46016,-48029,42509,2929,-9335,28641,34890,-648,-5351,-1838
1907,-1897,-11840,15968,-4027,-28576,24623,-14414,-39859,34822,-39882,-25549,14302,-2572,-17672,27451,-36923,-23669,-8677,-28513,113,20282,-19969,-21013,28038,-22415,22949,-9865,-19834,12869,19423,-32903,15795,-2727,-81486,44971,119,-44801,26105,1991,-24603,7426,-1791,-9649,2706,27187,-13667,31646,12761,-9940,18094,5915,-7900,14453,29593,-25918,17531,230,-10929,22732,20575,5336,11106,12493,10960,42057,8999,-9321,34256,32380,-4108,4101,9642,-37629,28988,38420,-7350,7383,-9908,-9922,25493,25387,4572,32727,28199,27236,40826,17940,3143,37184,11594,3238,22060,20099,-22265,13689,8004
1908,-1623,12459,-12450,8621,13487,1478,-37341,25966,-7046,-8412,4918,2293,-42824,11523,-10810,-35983,7711,-12459,-49317,986,-648,-18120,34608,16135,-31440,-19954,-7915,-1072,-5273,-11028,-17824,-13559,-21653,-44939,-8050,-4276,-182,-23988,-29857,-69763,-27663,-21184,-59560,-1876,5884,-92661,-2800,7110,-59904,6276,-9273,-33078,3107,16592,-44940,-14743,-9633,32069,-1502,-4431,10046,-16030,-1093,39251,6132,-22040,22889,3895,-19082,4845,12167,-1275,15069,5897,4301,-21331,10898,-19335,-12362,25145,-19064,10188,37827,-2411,-18809,30540,-6427,-7950,45319,-6527,-11817,23705,14786,29551,51135,-7481
1909,-2777,14042,-12597,1491,41656,-18827,2655,-5118,-20051,19835,-5116,-32333,-21418,7990,2195,15622,6741,-10200,-28349,-3844,-13257,-16601,-27554,-10698,-26059,-20656,-21194,-23400,21725,859,465,-23841,-7960,-7608,-11796,25274,-16180,-15429,7550,-4634,715,5659,-13280,-2330,-16900,-10032,-3217,3185,6289,6327,-13280,2087,1419,-21705,15256,-10368,-21586,62790,19901,-2552,-9452,-8348,-35210,21001,8001,1773,-13598,27915,1698,-28262,31344,-17574,-40336,54966,-2834,-77242,44618,-42979,-124191,136080,-68759,-47871,29305,-56394,-104932,81648,-67400,-24244,36684,-36972,-15319,15520,-33319,-9031,5219,-5988
1910,12036,3318,920,10111,-12264,12899,2937,41459,-17331,15768,-2122,3491,8253,22839,16999,-81304,39292,7836,-47703,-12035,20001,-72967,40736,11243,-10792,-8101,5051,-40494,34452,9855,-3486,-11489,-9692,-17867,55,-13524,5272,-2082,-8523,8474,-4724,8365,23647,-7385,-4804,-40410,-4056,9436,4792,-54614,19120,-3456,-31075,19318,-20551,-17711,27249,-6617,-14402,25869,-4171,-44067,19590,31705,15631,31195,1980,-26690,27471,8346,-13564,3377,23584,12678,39387,-17084,40849,46643,-15214,43134,523,14355,42178,-9246,5097,10734,-4625,-9770,22816,-27177,11797,34342,-12067,-19955,37425,6706
1911,-3866,2602,-13004,-28010,29839,-47692,46921,20386,6468,-18097,19245,-41040,12830,3238,-35189,28694,76643,-15875,-16321,58731,-8323,36518,73736,-13646,-9885,-2937,18085,30023,14517,4994,-12370,6050,697,8268,7522,24200,325,212,1709,-10079,-458,-9047,-8857,1672,-17363,-2931,28739,17211,-59255,13196,-6049,-29636,-7407,16430,-33288,18593,-16499,-23942,8950,-21888,-59381,35558,-22859,4594,-25627,-42091,-41542,3227,-19609,-17387,-12380,2248,-2645,-22481,-38526,24819,3144,-33066,40019,-13551,6684,39768,-22378,-3602,11324,-14545,2693,26713,9459,18392,30057,-14100,-4605,32029,8666,-8812
1912,-21919,-26570,-9113,-7951,-9469,6073,-51407,-40050,-19014,-34077,6576,-8866,-31217,-50270,-1085,164,-13601,16693,-22887,-35981,26866,-17455,-15799,15720,-43895,-1965,35269,-25786,-28740,4966,860,22880,19454,31583,-4314,48467,-4129,12469,-1585,-3368,4811,39096,-19423,24510,13306,5557,-16345,27947,-39751,6093,19130,-18354,19397,30759,-26225,8234,-10376,-40093,7264,5876,-60438,8340,8721,-90862,40393,16183,-70479,15090,-32501,-47270,-14302,186,-163323,63789,-57453,-83822,16176,-24538,-171517,-1627,-75574,-96716,642,-33114,-98557,1519,-38005,-65564,-7356,-18951,-13517,-35755,15584,-16836,-18806,21612
1913,-30295,-15441,-2568,-8746,-9747,-3613,-60470,-18346,-9178,-29534,23009,-5297,-39880,-38416,13094,396,-18158,19959,-26874,-30637,34880,-17458,-11334,20309,-35601,13561,38605,-31980,-16951,13452,19028,15550,33332,32338,-21274,26322,5414,9881,2146,6664,106,39189,-4657,28803,27535,6998,-22560,53826,-27786,17942,23684,1298,19116,49020,-16473,15798,10646,-22287,16392,33397,-42931,24130,45745,-55655,65414,51844,-55901,40421,7404,-48856,5517,12626,-115853,119253,6867,-74267,51067,-10983,-178771,79570,-54198,-95180,42203,-10564,-103469,47708,-22868,-71572,21532,-31412,-21470,-29371,26978,-22550,-12101,10488
1914,-7706,-1158,-12677,-28030,10963,8036,-107897,11723,-19849,-3659,2606,-5,-72828,1715,-12628,-23743,-19698,5693,-30518,6238,-23931,-23161,4014,-5682,-28354,1329,10815,-11391,-2987,-6292,8879,16252,11149,-4603,-275,26779,-27921,2176,12904,-23506,13931,5511,-18707,12121,4959,-35535,10495,18416,-15913,-28421,-1796,7940,10479,-7107,-11843,-7692,18009,-20947,-1057,15529,-2537,5896,-8294,-7997,-13018,-19963,116,2188,3045,14449,-17471,-8873,-19713,4574,5139,5512,9527,-2228,10429,-12349,-2232,-13499,-4626,5651,18572,2802,2729,-6089,6780,-2578,11009,-13215,25496,-847,11047,38382
1915,-12586,-26916,-4322,-22151,-4396,-19544,-17479,-76069,128,-14446,17134,-8128,-31403,-66552,-4062,-32044,7339,-28444,-76229,-83269,30164,-40488,3489,-9382,-50251,-49417,-8298,5787,-30268,-20242,-72331,20367,-26884,-37552,19830,-5783,-133695,123820,-62833,-47138,57659,-11552,-135299,109893,-78226,-13427,46906,-3294,-36894,47451,-37806,772,23044,-26737,-27392,28560,-36367,-4485,38275,-46270,-31252,5171,-19496,401,14176,-53062,-8778,33801,-25428,-16367,-3092,-15294,-47137,14712,599,-47755,27497,-30010,-16292,48439,8930,-39868,23677,-22948,-46105,1893,-8369,-51479,7568,-10786,-30103,-2370,-11616,9578,2117,-21058
1916,17805,-31279,-6621,22114,-40585,-24427,11131,-21198,-45067,-8499,-23933,4011,943,-28047,-47719,6383,-34420,-2890,-37554,-68680,-54685,1640,-50626,-1491,15044,-71415,-8024,20346,-1209,-3238,2687,5292,13693,2212,-26832,-4090,4952,22204,12556,16665,-38030,-8954,340,47633,726,19545,-2708,-10326,8729,5229,-17245,-7620,-17105,-30080,1630,-38527,2199,11977,-14037,3907,-15186,-51776,3768,-8385,-42255,-4969,-24385,-32731,-10552,27,-22918,1567,-38108,-4219,-380,-11940,-21068,-17149,-114735,96918,-46682,-18850,-17085,-21954,-53878,41035,-60359,-9186,35867,-29735,3543,20266,-8318,29534,-5893,-26404
1917,-2435,-219,-8565,8242,5675,-7851,-48364,40187,-7631,-26031,6114,-5212,-106646,45789,-6761,-29162,30496,39103,-70738,109922,-8548,-45185,22206,13372,-14067,62685,-11748,-6174,31195,7820,8136,60014,-3559,1079,29247,1572,9082,21135,1451,-2890,5925,15912,-9190,10654,-9562,3636,17069,7691,3159,3833,10412,14636,13990,-3991,7484,13858,-7613,52256,12360,-14032,41351,6603,-31718,-12432,19115,421,20266,28404,-6757,21531,8985,-1906,25268,27718,7262,-10658,14371,14524,2994,-9742,19013,-18219,39132,15069,-685,34225,-6625,-9601,49864,1447,-21117,2784,-5211,22133,14380,-3062
1918,1194,15079,-16411,7387,25842,40441,19796,10921,-6078,-21792,30969,14608,6783,-5034,16144,-8707,-48632,21885,6448,-417,8425,8213,-44418,68715,-21528,1500,20072,-8755,21723,4104,30050,1704,21769,15274,16940,8880,29502,31921,-13954,32686,46531,2729,40419,56359,-22326,29373,31790,-42323,25326,18631,-35523,-85,19323,-12614,-37941,24591,-16808,-8254,-1321,-8485,-23508,16970,-21683,-21345,24741,7530,-19873,17272,22193,-28663,24848,-11581,-39442,49468,17339,-79974,56383,-31712,-135814,145357,2086,-78112,56361,-3500,-111710,76641,-29559,-59510,44079,-22522,-415,42948,-10407,10019,34633,-2865
1919,16840,17575,-21919,-241,31691,14049,18370,617,-18721,6355,23541,9509,40526,15988,-17207,15444,5696,18059,7575,24401,-14203,-14423,-2638,1962,6963,-17426,17682,-9349,-3560,-19013,-7691,19435,-35108,-5886,-1053,-19794,-115511,93706,-53106,-19122,58583,-31452,-102026,96613,-33547,-36365,33370,3267,-15475,30197,-14415,-14958,1205,17476,-10352,-5642,-15825,-5175,-30387,-6275,-5126,4289,-16870,-8024,-10351,-11882,17648,-18854,-27441,1707,-1254,-8763,18256,7162,8172,-36056,-1087,5611,6639,-15308,-14157,-14830,22636,-11278,3648,-1814,569,3654,9783,-13481,7689,-8515,37393,-1005,-12520,-10455
1920,-14762,13299,-1048,-76244,9130,-14088,-7826,25281,6594,-1315,-14537,2974,17119,10384,258,35709,-14455,11780,-10976,16107,-6729,21895,-29639,24532,26661,14395,-22371,35091,-6442,25818,-7677,12810,-11152,19078,26639,43192,1025,12676,-26657,49520,43738,-10371,53283,12116,-23882,19459,59621,3319,18966,15782,-7942,6865,-12414,6605,22153,2735,18093,6907,-27080,-34157,-7911,-20957,3649,-4727,4315,-28301,-30338,21050,1951,-4464,-1584,4924,17785,10585,-5593,-4788,752,-3981,6681,5895,-6308,-10117,4462,13930,-18734,30486,-14195,-16476,24069,3108,11845,-7502,7843,-17077,-8966,17096
1921,-28483,-11434,-3198,-41575,-13287,5903,-3368,13037,18500,-10703,16121,-9242,-3503,-9123,8417,-28153,17044,6604,-8863,33820,1455,26187,18197,19285,23036,40000,-6227,1940,19029,-18896,2466,-26801,-17621,45919,-4766,1094,2775,2220,-50662,28901,28558,-13702,11537,-2752,-32869,26529,-12208,-22681,7154,-26074,-29943,2636,486,-15485,-4789,6173,-20159,25006,1328,-34615,-5577,-30988,-23348,8802,-38013,-33163,-7171,-22753,-30414,-3972,-24507,-23657,-93927,44334,-62498,-10467,26158,-40495,-43547,13765,7308,38432,-5444,-42991,-4742,11516,-50374,9104,12617,-20595,-10893,-33796,-19709,-1754,-25486,-28546
1922,-7281,-26850,14138,11749,-93936,24351,-19435,-40353,35467,-14720,-93794,29881,-54479,-11043,31480,8943,-47236,13707,-83542,37912,-19481,826,14223,-835,-43936,14875,13068,-17004,25986,4102,-14757,2541,8501,27435,12100,24975,-6369,-108,13962,-4214,-38029,48830,-9900,-29357,34883,20346,-63570,38467,-25494,-5927,19513,-56249,-11570,7713,-15368,-2451,-12649,-17516,41721,-11215,-9087,-3966,-36445,-29624,19022,-18457,-8239,-32902,-26276,3148,-19909,17405,-4727,6161,-39378,-21167,-12346,-24877,12576,-3906,-16011,-28794,10273,-11835,-19948,1442,-275,2475,-8378,-983,-12192,-29873,-7751,-32837,-19187,4289
1923,11153,4200,-32330,21887,51727,-65101,19190,31396,-33658,14910,7125,-98807,-5081,24340,-39848,27420,26025,-29299,-32375,30283,7995,1388,-4430,2124,-23299,873,-32494,12193,17430,23789,-111,14324,-13136,1240,33938,-23950,-7979,11796,-17643,16146,38707,-66667,11017,14084,-31875,28866,32034,-51264,-14366,10474,-14304,-27490,16484,-27139,-24769,27374,-13927,-26229,-13940,21014,-6803,23821,6475,-37466,-5728,11708,2380,41233,-9866,-16171,12089,-24974,-35728,51490,17808,-66713,64916,-23752,-132612,84710,-60970,-105742,54980,-26872,-113421,65019,-67441,-4920,1801,-28864,-20950,20906,-25130,-2922,651,-36936
1924,9995,-13975,-1347,19872,-17282,6255,2333,27739,-714,5616,-2380,-20109,-53513,43730,5902,28568,-17530,-35281,39973,11186,-32183,37630,-557,-9118,1223,-3015,-14855,7564,-3728,-17588,1842,8874,-26638,804,4229,-17664,-10186,-22409,-20256,-23823,-904,4185,-4353,18552,-588,-20956,-5304,441,9445,-13406,-264,-7527,-42505,-13685,-55664,8902,-8485,-23863,-19368,4450,-27404,-12861,10073,10764,-23228,17905,-42005,9671,9177,-10811,14972,-3350,-120567,38257,-1929,-83606,19346,1509,-107882,131650,11833,-60397,65104,37358,-79885,84600,-2195,-56915,-29806,-7337,-29580,-2803,-13940,-25948,-11552,1460
1925,-6954,38306,28437,10452,-50846,26928,38465,2571,2547,71805,-20545,27575,22324,-1598,-15379,19980,9031,-7274,33768,5474,-22055,48807,27158,11200,7868,-2620,-19277,2451,5222,-20249,9732,-23691,-12523,-10183,-19208,5055,-14847,-1023,16392,-10549,-33601,32828,-24610,6848,55027,1288,-6156,48377,-22838,12874,31184,-4566,-7098,1817,35153,25182,16249,-17818,48345,-2700,-18930,12899,10906,-22462,20610,-10896,-20485,45669,3157,-34971,37999,5977,-4962,27502,22240,-60764,17674,18607,-34882,10271,-10513,-75386,29398,-21215,-44319,22674,16416,-35033,-16824,-1220,-46689,-32775,19568,-26371,-43393,15577
1926,17420,-16428,-21353,47287,-5875,-37359,50478,-3282,-62742,-4049,-6212,-14679,32717,4198,-15379,-17726,-10964,19623,11434,-30954,-23463,-14849,-18643,-5202,12331,-7715,-9852,13610,2985,9131,-20574,911,9287,998,30254,715,8492,34582,-4037,8614,25556,17172,2685,40057,-12469,10055,36351,-2968,-653,41942,17570,-3476,8599,-30388,11535,49385,-26941,-8850,30932,-8201,-49738,43106,-20060,-23612,32467,-15598,-22382,43898,-3575,-10794,24545,-19310,-39986,56801,-26256,-7910,33679,-3543,-133223,137833,-33169,-27729,64317,-30906,-54019,127136,-10559,-30471,31907,8081,-14249,47790,-4921,-45811,8225,20211
1927,-2548,9571,-9204,-23042,-6906,-3658,-59629,5000,7802,-13857,55,8546,-103865,1755,15722,-5462,18784,32135,-99964,15552,11162,2968,7096,-2590,-66846,-6618,-3729,15794,-5417,4618,-48221,12019,6004,3732,-28478,-6745,-22810,36650,-8705,-21476,-15197,1738,9066,4884,26668,-23878,-12709,-8139,-4748,-5844,-9459,-27278,-3036,-13443,-14686,-13045,-9403,-13205,-26058,-11129,-8848,2155,11702,1914,18015,-14756,-20446,15025,-27550,11675,6659,-20077,-6154,-19011,-20432,-20793,-16723,-1590,-16206,-41618,-15446,15425,11108,-9496,-20138,-26712,-855,-8939,-15016,80,24062,-19836,7074,-31726,-3228,-9721
1928,-41186,46092,-11587,-12485,2519,-10639,-119800,73941,217,-5058,-5597,-3998,-64184,58959,15223,-26381,4857,-11117,-47442,-1406,-22194,6914,10815,2275,-25368,3412,15431,-16870,-551,-13847,-54797,-10143,4140,-19905,-813,-3199,-131531,34348,-69913,-29869,17822,-14206,-117911,39757,-72493,-26970,3341,9824,5359,7554,22878,6668,-8400,3800,-14102,-89,20120,10737,-29030,36402,-5524,12413,7083,-19772,-15424,8671,-9802,-1999,15092,9788,18221,1834,-16212,3132,31191,-13767,6782,11427,-17998,2201,16863,-2923,24194,1433,-30569,27373,21288,1182,18761,8681,-26730,16924,22605,-22515,17259,13574
1929,-4381,55275,16085,-1488,161,9910,-50740,111206,58655,-990,-9409,-270,-15191,70234,35476,-12038,9885,17209,-43613,23074,-19302,16522,1836,6486,-16936,10527,4623,-8139,4380,9752,-53547,16152,4102,-11507,2288,16736,-117927,100493,-47224,-15405,26109,6746,-95996,98905,-30228,-8159,-26,39268,13244,-328,22990,9065,-17613,7467,-5472,1029,27510,2277,-39024,27285,-1574,12843,-10042,-26735,-1184,-6686,-8338,433,2221,23030,7635,6455,-4860,791,22694,-4070,7015,15873,-1802,-2298,45501,14740,15846,1155,-2272,28228,37163,18707,6736,22700,-9385,23049,33774,-2241,19029,19253
1930,13125,11044,-10767,9562,-6519,8755,1226,13285,7081,-18664,-9623,1659,-5825,-12816,2603,-30383,-25565,-10758,6195,-10166,6329,9161,11915,4185,-1507,-31992,7944,-3428,-1123,8717,-53942,18075,24028,12546,-16537,11247,-7345,23638,42197,14678,-17405,21897,14216,3861,19334,-27048,-15601,-463,-8064,-17112,-27194,-21562,-51125,26747,-16968,-1463,-21383,-30317,-28099,24900,-27515,-11018,18166,15903,-16257,29016,-29859,-4652,30041,-8420,1771,788,-63037,19995,22054,-71482,23576,2157,-154570,126636,-34792,-46167,19254,-9126,-92716,49006,-36980,-62831,14123,-1953,-12447,-1742,13454,-23742,-22202,9085
1931,16144,39516,-2945,35574,21763,-23187,55129,65536,-20850,29738,20168,-48730,86596,61958,-29487,31574,22228,-20911,64282,36988,-19324,30992,-7747,19152,35128,5122,-11601,20444,18709,5304,-4312,-6597,14101,1264,420,27367,8794,45668,10895,-26090,47878,26254,15745,33456,11089,267,78821,49148,26331,12196,25785,-6932,-4231,-3702,22085,-2513,15596,10431,7086,16509,-242,-22838,19107,15708,-34426,5439,-70650,8426,11220,-11316,18359,30607,-84841,29666,14124,-22667,20365,16566,6779,26121,-12104,-14300,30744,2538,-2678,28004,-10994,6895,41762,421,-11511,36478,-7520,8029,16421,-5979
1932,-32952,12017,1389,-21215,-6966,38791,-10889,7253,54764,-25729,-9857,12389,-33623,4779,23314,12789,-13424,25993,-39067,-6981,13192,2559,31070,13451,-23901,12088,3789,-31314,2135,19394,-1751,-1988,-25178,-23608,20329,-21004,-126101,92127,-35005,-45572,14037,-16602,-110417,95145,-46868,-39244,22615,-13424,-7107,27407,-18186,3742,5827,-1959,-4883,4387,-7522,-25354,-13428,-8176,16817,-6003,-17657,4669,15324,-17858,27844,-24033,-22435,-11800,19026,-16442,21111,-7450,-29742,-893,18692,11578,-22520,5775,18024,-43101,11366,3399,-13276,-11231,-2541,-38650,-13134,7651,-40090,-36800,-14304,-31533,4726,20642
1933,-11699,24015,-13539,-17501,40306,8710,-45460,49005,-12883,-20066,4763,11740,-74513,61338,6094,-15101,44470,3971,-23332,15722,3956,4708,18297,-10520,-22653,32987,-8663,-17631,15874,14534,-7041,27344,7340,2165,-19505,-3778,10626,16008,11455,-11844,17805,9623,1905,14198,26736,-6333,-2343,-7475,-31840,243,16804,-24025,9312,15518,-24768,33663,5331,-26171,6509,9195,-55618,-2752,-6942,-29907,4027,4748,-61619,45059,-11860,-8318,23442,-24642,-61160,73742,-2392,-32502,39516,-17298,-143374,133281,-31382,-51844,46119,-33626,-70132,63907,-25933,-10210,35976,-10150,-19508,-3094,-23263,17577,-20803,-16167
